Video ID,User Name,Comment
feYjR22rPOE,Floodwaters,"Khawaja made the team before Smith and Warner, equally as talented but his massively underachieved."
feYjR22rPOE,ABRAR DAIYAN,How in the world is that a dig at warne???
feYjR22rPOE,Ali Khan,Khawaja great  best man
feYjR22rPOE,Anmol Kabra,"Who saved your asses in India and uae in the 2019 winter when Warner, Smith took the leave it was marsh and Usman and now they&#39;re out of the team and players like Joe burns, wade, Paine, head are getting chances👏👏"
feYjR22rPOE,Anirudh A,"Cricket Australia have wasted such a talent! If he was used as a specialist opener in both tests and ODIs, he would&#39;ve been a legend by now! Number 3 just isn&#39;t his position! Remember when he saved a test match single handedly from the jaws of defeat in UAE against Pakistan? Remember when he was the main reason for the ODI series win against India in India?"
feYjR22rPOE,VLocity,He’s underrated
feYjR22rPOE,Shuaib Mansha,Usman is class and these lot not liking it.but if Usman was white not a brown colour skin.he would be no.1 pick
feYjR22rPOE,Banabas Jacky,"Natural herbs have cured so many illness that drugs and injection cant cure. I&#39;ve seen the great importance of natural herbs and the wonderful work they have done in people&#39;s lives. i read people&#39;s testimonies online on how they were cured of herpes, HIV, diabetics etc by Dr Ediale herbal medicine, so i decided to contact the doctor because i know nature has the power to heal anything. I was diagnosed with HIV for the past( 4) years but Dr Ediale  cured me with his herbs and i referred my cousin and her husband to him immediately because they were both suffering from herpes but to God be the glory, they were cured too .I know is hard to believe but am a living testimony. There is no harm trying herbs. He is also a spell caster, he cast spell to restore broken marriages and he cast good luck spells to prosper and excel in life. Contact Dr Ediale  on: /<a href=""http://whatsapp.com/"">whatsapp.com</a> :or call him (+2348109213597) Email Dr Ediale8@<a href=""http://gmai.com/"">gmai.com</a> thank you......"
feYjR22rPOE,Mitch Gardner,It&#39;s just a toss. Why is it such a big deal. These people talking are just jelous they never got the opportunity. They just want to make people look bad.
feYjR22rPOE,Amer Muzamil,Who are these people ? No one even knows their names !!! Khawaja is only out of the test side because his last name isn&#39;t Marsh.
feYjR22rPOE,Raptor,"This host Tony Squires and the old white guy Robert Craddock are two of the biggest racists in Australian TV. They constantly target anyone that is not from their own race whether it is South Asian, Spanish, Eastern European. This show needs a clean out."
feYjR22rPOE,green world,Now no racism no criticism because we are all going to die and the world is going to End so there is no time to discuss rubbish like this 😆🤣😝
feYjR22rPOE,Halo 5 Gamer,Is just that we are Muslims and they don’t respect Muslims. That’s the controversy between the world who just does not seems to understand that Muslims are also humans with blood just like others
feYjR22rPOE,samra nisar,😡
feYjR22rPOE,Rehana,Who HATES!!!!!!!!!  Shane Warne  like if you do
feYjR22rPOE,faraz asrar,Khawaja deserves Test return
feYjR22rPOE,Jim 83,"Bunch of stupid Aussies who bang on about nonsense in some weird alpha-centric, try hard banterish manner. <br><br>Who would have thought"
feYjR22rPOE,Science 🔭,Say what you want to say but he performs all the time he is not loud mouth
feYjR22rPOE,Akhtaruzzaman Joy,Didn&#39;t he score big in world cup? He didn&#39;t get enough in ashes. Warner also had a bad ashes but yeah 😑😒
feYjR22rPOE,Abd rider,currently to useless test crickets are playing into  aus test squad travis head and m. wade. usman is much better than these two. he should be in sqaud.
feYjR22rPOE,Chakerz 123,He should play instead of head or wade
feYjR22rPOE,KH T,Everyone&#39;s a critic.
feYjR22rPOE,i p,Does Australian politics revolves around Muslims ?
feYjR22rPOE,aussiepete89,Cynical rubbish panel.
feYjR22rPOE,Falah T,nailed it
feYjR22rPOE,Lahiru pavan,i like his batting ❤
feYjR22rPOE,Rahul Nuthakki,"You people make no sense. You said in one breath that he doesnt listen to selectors / criticism and then in the next breath you said that he listens to criticism and responds. You also said that he did that in the past. So, which is it??? If you could get paid millions for doing a job this bad, I reckon every bloke off the street could make more because they would make more sense than you."
feYjR22rPOE,MWF co,"Khawaja has to be one of the more resilient players Ive seen in the last decade, he&#39;s been taken in and out of the team (sometimes over not doing home work?) he&#39;s had old players hammering him in the media and on commentary even when he&#39;s playing well. Warne said he wanted to &quot;shake&quot; Usman .. WHAT THE?!? Ian Healy called him Lazy?! <br><br>They hammer him when he doesn&#39;t get runs but the same people who drop him or put him down kept picking the Marsh brothers for years (Mitch Marsh the worst no6 of all time - check the stats).<br><br><br>When Steve Smith and Warner got suspended, Langer told Usman he was the senior player of the team and needed to step up, meanwhile he had Travis Head and Mitch Marsh both Co captain - Head had barley been in the test side while Usman was the captain of the QLD BULLs but couldnt get the vice captaincy even when no one was left???  Talk about a slap in the face. <br><br> <br><br>Then you see videos like this with people calling him sensitive I havent seen Usman really have a go at anyone his entire career and even after all of this he&#39;s still got a smile on his face doing the coin toss. <br><br><br><br>We&#39;ve got a lot of players going on leave with mental health issues so people should back off with these sort of comments &quot;sensitive&quot; &quot;lazy&quot; - have a look at Usmans social media pages this guy cops more abuse then any other player.<br><br><br><br>Even in the Ashes he got more runs then most of the players but was dropped and hasn&#39;t  returned - meanwhile Travis head has who has a worse average then usman.<br><br><br>On top of that he averages over 50 in Australia in Test matches so the fact he wasn&#39;t picked is a joke! <br><br><br>Good on you Usman even with all the crap that gets slung your way your still playing and have a smile on your face."
feYjR22rPOE,Abdul Azeem,Khawaja has always been treated poorly by x players like warne Mark Taylor and Ian healy.<br><br>Hes lazy and sensitive apparently yet hes having a laugh with a coin toss and you guys do a video on it trying to twist it as a dig at warne 😂🤷‍♂️<br><br>If his last name was Marsh and he wasnt born in pakistan he would captained Australia after Smith left no doubt in the world
feYjR22rPOE,7th sense,3 minutes of textbook racism. wow. Adam Spencer the only one who didn&#39;t engage.
feYjR22rPOE,Bush Rat101,He is still a champion in or out of the test side
feYjR22rPOE,Faisal Ahmad,Why drop a player that averages over 40 in tests... pathetic selection
feYjR22rPOE,Zico Mitchell,They&#39;re criticizing him for no reason. How is that at all a dig at Warne. Honestly everyone on this panel is a joke!
feYjR22rPOE,David Goat,Biggest Tosser in Australian Cricket! LOL hahahahahahahahahahhahahahahahahahahahahaahahahahahahahahahahahaahahahahha
feYjR22rPOE,Saad Kidwai,Khawaja has mostly always been at the short end of the stick ... he avgs 90+ Aus but still not picked?<br><br>Aussies always have a new flavor of the season at the start of the season ... then they fall back to the usual operator (Smith) ... rest are just human.
feYjR22rPOE,Your Mission,Warne has it in for so many players for no reason. Other than Khawaja guys like Starc and O&#39;Keefe come to mind easily
feYjR22rPOE,poopflinger,"these blokes have in for khawaja i swear, how is that a dig at warne at all lol"
bm9Pfcw2A1w,Fun Facts,Smiles at himself and his own joke
bm9Pfcw2A1w,Ben Fairhall,Kerry all day!
SNHdQTiuAwo,Tribal Events 96,Ever wonder if Warney did that to any other rookie. Probably not as it wouldn&#39;t be appropriate
SNHdQTiuAwo,Explore With Ahsann,We will miss you  😪❤ warnie
SNHdQTiuAwo,SwishHoopz🏀,Love these type of videos!
SNHdQTiuAwo,Steve Cini,What a classic.   Merv. He is a hero and a Victorian
SNHdQTiuAwo,Shamir Patel,Merv Hughes what a cheeky sod but another classic tale.
SNHdQTiuAwo,Tayef Uzzaman,"Guy who did the animations done Merve dirty there , biggest bastard of 2019, luv it😂😂"
SNHdQTiuAwo,Xyz Sam,Merv Hughes sounds like a dodgy bastard😂😂
SNHdQTiuAwo,bihari babu,Damn 😂😂
SNHdQTiuAwo,Samkit Jain,😂😂😂😂😂
SNHdQTiuAwo,abdul,😂😂
SNHdQTiuAwo,Frazman 123,First
Lxy-SD-yjbg,StFidjnr,It&#39;s Head to Head toe to toe
Lxy-SD-yjbg,Thinh.N,Imagine being so rich you race thousand dollar cameras lol
Lxy-SD-yjbg,Yo,This is australia.
Lxy-SD-yjbg,James Prime,This is the most cricket I’ve watched in my entire life.
Lxy-SD-yjbg,Asif Shahriyar,I like that little slow motion capturing swiftly rover. Live outfield moments in real time ❤
Lxy-SD-yjbg,FPL Amateur,Commentary 😂
Lxy-SD-yjbg,Ojas Lalla,Do they have these equipments on every stadium
bR69UyNwYkc,Akash Aswal,Mark Howard is a live wire in the com box
bR69UyNwYkc,Rone Bd,বাংলাদেশ ক্রিকেট বন্ধু
bR69UyNwYkc,Dane Woods,A shame his broken hand destroyed his ability to bat as an opener. <br>He was phenomenal <br>Now just a great keeper who can bat that can’t go on.
bR69UyNwYkc,Skill Zone ,I feel sorry for Tim Paine but still don’t at the same time
bR69UyNwYkc,Janelle Steuart,Paine is so calm
bR69UyNwYkc,Reuben,Ayoooooo not Mitch Star glutes brooo major pause lmaoo
bR69UyNwYkc,The Black Caps,Hughes poster on the walls made me emotional..RIP Phil Hughes 🛐
bR69UyNwYkc,Rare Cricket Videos,So nice to see players having a beer post match
bR69UyNwYkc,Seruphin,"&quot;Are you sure it&#39;s ok we come inside with you?&quot;<br>Tim Paine: &quot;sure lets go, just no looking at my phone texts&quot;"
bR69UyNwYkc,Naveen Pathak2,Tim Paine my ideal ❤
bR69UyNwYkc,aayan goverski,"&quot;Mitchell starcs very well defined glutes&quot;, lol"
bR69UyNwYkc,Drwhogamer,"Howie, was a little bit nervous, right before he entered the room!"
bR69UyNwYkc,eth4n12,This video didn’t age well
bR69UyNwYkc,Sabarish,I like Tim Paine gentleman🇭🇲😘
bR69UyNwYkc,Ishwarya K,How many of you noticed Phil hughes picture?
bR69UyNwYkc,Lee P,Stay off ya phone paine
bR69UyNwYkc,Bigga Migga,This aged well...
bR69UyNwYkc,thevoiceabove,"Well, this has all changed today..."
bR69UyNwYkc,Thegayone,"Why is nobody talking about <a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=2m22s"">2:22</a> very well defined glutes Lol"
bR69UyNwYkc,STREETLYNX💥,"<a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=6m37s"">6:37</a>....who saw this....<br>RIP Phil Hughes 😞🥺♥️"
bR69UyNwYkc,Dhruv Gupta,Where is the sandpaper ?
bR69UyNwYkc,Raman,Called steve smith &#39;painey&#39;
bR69UyNwYkc,ENT_KOKUSHIBOU_04,Its so good to see that their audience can shake hands with players and talk to them so easily but in India there is 3 layer high fence between the seats and the ground this makes me feel so sad
bR69UyNwYkc,Javk Osborne,And Tim pain is a great Australia captain
bR69UyNwYkc,Javk Osborne,Great win Australia cricket you deserve the win
bR69UyNwYkc,Marvel Edits n reactions,i am looking for sandpapers in this video😂😂😆
bR69UyNwYkc,Pramod Rijal,You guys troll him but he is a very good sportsperon
bR69UyNwYkc,Virot Coolie,Gabba boy😂😂
bR69UyNwYkc,PUKHTOON.,Hi sir i am cricketer my wish i play cricket in australia i love australia can your help me?
bR69UyNwYkc,Dattaprasad Dabolkar,I think Mark Howard is extremely talented and amazing presenter in Australian Commentary team. He has potential fill void left by Great Team of Channel 9.
bR69UyNwYkc,Shreyas Raj R,Who are after Australia defeat 😂
bR69UyNwYkc,Kiran Sri Hari,Come to the Gabba ash 😂
bR69UyNwYkc,a.k.a deadshot,lol tim payne can only win  a series against teams like pak lol
bR69UyNwYkc,@#Ram,Pakistan se jite ho
bR69UyNwYkc,ADITYA SINGH,Their is no happiness in the australian Dressing Room
bR69UyNwYkc,Vrajesh Parikh,Video after losing Gabba test against India 😊
bR69UyNwYkc,tuhin kar,Nowadays this is the most damaged area after Iraq and Syria ..... U know why 🙄🙄🙄🙄🙄😂😂😂😂😂
bR69UyNwYkc,Abeel Thakur Travel 🧳 Clips,Come to Gabba rest is history here after historic series of ind vs aus that&#39;s also career changes for the pain :)
bR69UyNwYkc,Jacqui Moran,Howie can be heard on Triple M&#39;s Friday Huddle.
bR69UyNwYkc,Captain Sameer,Chester&#39;s dressing room
bR69UyNwYkc,Eric,Who is here after India win against Australia 19 January 2021
bR69UyNwYkc,S K4623,"<a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=3m09s"">3:09</a> ye kya latak ra h timmy"
bR69UyNwYkc,saurabh krishna,Big fan of cricket Australia. But love seeing India best Australia  downunder
bR69UyNwYkc,HARSHUL TEWARI,Tim Paine is probably one of the best captain Australian team will ever witness and you cannot disagree that
bR69UyNwYkc,Pallav Tiwari 'Lav',I thought reporter is Joe Root 😂😂
bR69UyNwYkc,Manuel Morris,"The murky sharon metabolically expand because temperature usually mend above a callous bee. proud, burly star"
bR69UyNwYkc,Spoz,Surprise surprise you can say “starcs very well defined glutes” imagine if someone said that about a female tennis player.
bR69UyNwYkc,Waj,There was a poor kid asking for an autograph.. I&#39;m just thinking about his disappointed journey back home.
bR69UyNwYkc,Parth Mhatre,The man who is speaking With Tim Paine who is that?
bR69UyNwYkc,Mac Tc,"If things went right, TIm Paine could be Australias best captain. He deserves so much more."
bR69UyNwYkc,greyman003,"Tim was so unlucky for so long. He was always a brilliant keeper, injuries stalled his career. To see him as captain and playing well is brilliant. Well deserved."
bR69UyNwYkc,Kiran Putul,"Tim was called temporary captain but then due Smith&#39;s ball tempering case ., he became permanent."
bR69UyNwYkc,Elizabeth Morris,"The ill-fated flax definitely undress because sink ultimately practise concerning a quiet authority. two, jaded felony"
bR69UyNwYkc,AndviSa B,With average batting I feel Tim paine would not have made it to Australia playing 11 had there not been ban on Smith and Warner.. He is lucky to become captain.. Though he handled team very well during crisis.. He is a classy guy.. I respect him..
bR69UyNwYkc,Mushy V12,Paine is one of the best Aus wicket Keepers ever in my opinion 😀
bR69UyNwYkc,Nupur 02,BCCI should take notes from Australian cricket channel
bR69UyNwYkc,Kevin Sun,&quot;Very well defined glutes&quot;
bR69UyNwYkc,om singh,Tim and Steve debut together
bR69UyNwYkc,Yaadwinder SINGH,That&#39;s what cricket fans want... see it closely bcci
bR69UyNwYkc,Trilli,Tim’s got good hair
bR69UyNwYkc,Shabana Asgher,Alright so nine bats and twelve or more gloves Maybe smith forgot that his bag isn’t work out stuff and just for carrying
bR69UyNwYkc,Pradeep Munuswamy,"If u have seems Web series<br> the test u will understand what kind of legend he is , he is total kind of leader , some may critics they have not won much however they way he kept team moral and fight in team total respectable"
bR69UyNwYkc,Gaurav,"If u saw neatly, Tim Paine is speaking with reporter."
bR69UyNwYkc,Wario Cheats,What I wanna know is with how messy it all is. How do they keep track of what belongs to who?
bR69UyNwYkc,laiqur rahman mohammed,What a bloke.. love to meet this guy
bR69UyNwYkc,Joyal Patel,"<a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=6m15s"">6:15</a>"
bR69UyNwYkc,paul bowness,Wow...did anyone else see that &quot;Sandpaper&quot; in the aussie dressing room?
bR69UyNwYkc,RyanSilvaSL,Not best batsman but one of the best captains
bR69UyNwYkc,Inderjeet Singh,He can be like MS in future a good captain..A captain and wicketkeeper like MS and No.7 at the back
bR69UyNwYkc,Equinox,"one thing i&#39;ve learned after watching this video, Mark Howard is obsessed with Mitch Starc&#39;s and and Pat Cummins&#39; well defined gluets"
bR69UyNwYkc,Narendra Jha,I like this dressing room for Australia team🇦🇺
bR69UyNwYkc,Mahesh Hardasani,Australians are really cool people!
bR69UyNwYkc,Md Shad Akhtar,Aussiess r very humble and entertainment team....
bR69UyNwYkc,Poison,I wonder where do they keep the stock of sandpapers...
bR69UyNwYkc,Sanjeev Kumar,"Who else thinks that starc is aggressive just on the pitch while bowling, which i think he must be. But off the field, he seems to b very nice. He has got a smile like an innocent kid."
bR69UyNwYkc,Pete Lewis,Looks like a isle at Bunnings...hmmmm
bR69UyNwYkc,Zena Merton,Love the way you Convicts each need your own safe.  200 years since you were transported to Aus and you still can&#39;t be trusted not to steal anything that isn&#39;t locked away.<br><br>Or is it where you hide the sandpaper?
bR69UyNwYkc,Goldy Chauhan,Good video....
bR69UyNwYkc,Akash,"Who noticed Pak players names listed on the white board @ <a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=6m17s"">6:17</a>??"
bR69UyNwYkc,Nithin Ts,Players have same opinion on Pink ball as Harsha said ( he does his research before saying anything on air) genius Manjrekar ...no comments
bR69UyNwYkc,Naveen Nayak,Thanks for this video.. It&#39;s wonderful to know these players off the field
bR69UyNwYkc,Kasim Sir,Good side
bR69UyNwYkc,FlippedLaw,‘Finger protection’ do you mean tampering equipment
bR69UyNwYkc,Flipdawgcuz,Never would have got this with smithy or clarkey Paine&#39;s a great captain
bR69UyNwYkc,blesson babu,BCCI and star cricket is now where near to Fox.BCCI always need money bunch of pimps sitting in it
bR69UyNwYkc,Aatif 457,They are like us
bR69UyNwYkc,Vinayak Shinde,"<a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=3m50s"">3:50</a> Philip Hughes Photo , Never Forgotten Phil!!!!!!❤️❤️❤️"
bR69UyNwYkc,lt. smash Cornelius,RIP. phil hughes
bR69UyNwYkc,Hugh Nixon,"<a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=1m42s"">1:42</a> &quot;There&#39;s always New Zealand coming up&quot; well f you too"
bR69UyNwYkc,Veera Sekhar Reddy Somu,I wish samething in indian dressing room
bR69UyNwYkc,Daniel,Already know that smith and labuschagne moved in next to each other 😂
bR69UyNwYkc,Rahat Vlogs,Very messy dressing room i have ever seen 👎
bR69UyNwYkc,Umesh Sagar,BCCI should learn from them how to entertain people.
bR69UyNwYkc,RMD,Not quite the long room fellas 🥱
bR69UyNwYkc,cric track,Fox Cricket at its best
bR69UyNwYkc,Cooper,"1 like = 1 signature to those kids at <a href=""https://www.youtube.com/watch?v=bR69UyNwYkc&amp;t=0m09s"">0:09</a>"
bR69UyNwYkc,champak aptc,nice
ZDte2hqbjFs,Rooey Dooey,Go the heat!
ryD7R2GZ6zI,Sarthak Singh,Bhai imagine krta hun halo infinite tournament mein yeh commentry krega toh char chand lag jayenge 😅
ryD7R2GZ6zI,Sachin Nayak,Mark Howard &amp; JB commentator both my favorite 😍😍...
ryD7R2GZ6zI,arya tushar,I really love his commentary. Love from 🇮🇳
ryD7R2GZ6zI,Amit Sao,Neat job
ryD7R2GZ6zI,I AM SONU,My fav comm matkee
ryD7R2GZ6zI,Awais Awan,My favorite COMMENTATOR mark Howard
ryD7R2GZ6zI,Abdullah Talha,Nice
jblgMjImc0A,Saida Khanom,How is shane warne the most test run scorer when its sachin tendulkar
jblgMjImc0A,Finn Hannon,It said deep mid wicket then it said deep square leg.
jblgMjImc0A,tik tok,How unlucky..
jblgMjImc0A,Raja Faizan,"<a href=""https://youtu.be/8QeAanL9_40"">https://youtu.be/8QeAanL9_40</a><br>Magic leg spin bowling in the video wait for it <br>Kindly subscribe to my channel for more fun cricket videos and stats 🏏🏏"
jblgMjImc0A,jayesh Pratap Singh,I saw that Live when I was about 12-13 years old
jblgMjImc0A,dhruv,He&#39;s overrated..Murali was better than you.
jblgMjImc0A,Lahiru Chanaka,"<a href=""https://youtu.be/xdgznz1tLnc"">https://youtu.be/xdgznz1tLnc</a>"
jblgMjImc0A,Vinay Pandey,He looks more fit than he used to while playing
jblgMjImc0A,Jude,That’s tough Warnie!
jblgMjImc0A,Mike Spearwood,It turned out to be a no ball too!
MPHeXuWn3II,B. Gone,"Since when, have sandwiches, wraps, or salads become proper nouns?"
MPHeXuWn3II,varun reddy Mothe,Mark Howard is the best cricket presenter currently working today
MPHeXuWn3II,Aussie Sam,And Perth want the Boxing Day Test 😂
MPHeXuWn3II,Anonymous Guy,7⃣<br><br>.<br><br><br><br><br><br><br>Missing
MPHeXuWn3II,Anonymous Guy,1⃣2⃣
MPHeXuWn3II,Talal Shahzad,11
MPHeXuWn3II,Nathan Pearson,9
MPHeXuWn3II,Archer Smith,8
MPHeXuWn3II,RAHUL SINGH,6
MPHeXuWn3II,Stadler Twins,5
MPHeXuWn3II,Hamza Zubair,4
MPHeXuWn3II,Vedraj r.m,3
MPHeXuWn3II,Ajay Constantine,2
MPHeXuWn3II,Jon White,1
BkfCx8jf2VM,Jake Bhatia,Do you see a lot of KOK in yourself 🤣🤣🤣
BkfCx8jf2VM,Oli-the-turd,me sees title:<br>my brain: hey the red hot chilli peppers are back.
BkfCx8jf2VM,DIXON NASH,Professor and Barney are surely KOK SOKers.....always talk about them.
BkfCx8jf2VM,BuddySally88,"With the door open, surely not"
BkfCx8jf2VM,Shrav P,"This is funny.if this were in India..there would be a huge outrage..there will be newshour debates on whether these cricket stars are good role models, host will be trolled on twitter and everyone will be made to apologize to satisfy the invisible morality gods."
BkfCx8jf2VM,Diamond Auto Detail,"The exotic protest wessely occur because snowplow aesthetically hurry sans a knotty craftsman. fluffy, sturdy east"
BkfCx8jf2VM,yunz,Well they just won...
BkfCx8jf2VM,Dave Ross,damn its contagious out of nowhere watching this i had to fart
BkfCx8jf2VM,Flynn Parsey,This is gold
BkfCx8jf2VM,jroddy.kenfrm41,good form
BkfCx8jf2VM,jroddy.kenfrm41,good
BkfCx8jf2VM,jroddy.kenfrm41,form
BkfCx8jf2VM,jroddy.kenfrm41,good form
BkfCx8jf2VM,T,Lmfaooooo
BkfCx8jf2VM,A Man,😂😂
BkfCx8jf2VM,Luke Ali,Kok in a sok in a box.    Funny🤪🤣
BkfCx8jf2VM,CricketsHit,"good vibe from these phukkas, carry on lads!"
BkfCx8jf2VM,Matthew Fitzgerald,You should get one of the Sixers teammates to ask SOK’s partner the title?
BkfCx8jf2VM,Toby Billings,this show cracks me up
BkfCx8jf2VM,Jack Ramsdale,The title?
BkfCx8jf2VM,Camden Sims,Hahahahhahhahahahahahahahhahahahahhahahahahhahahhahahahahahhahahahahahhahahahhahahahahhahahahahhahhahahahhahahhahahhahahahhahahhahahahhahahahhhahahhahahhahhahahahhahahahhahhahahahhahahhahahhahahhahahhahahahhahhahahhahahhahahahhahahh3ed
BkfCx8jf2VM,Manu Raj,That was hilarious....lol do more of such interviews.
3-N7EluQ_pE,Shane Moran,Warnie and Big Merv had a great mateship. RIP Warnie.
3-N7EluQ_pE,Alnoor Tallal,Shane Warne is a great guy.
3-N7EluQ_pE,William Bellman,Imagine being the maccas drive though person that witnessed that
3-N7EluQ_pE,SolarAU,Hi
3-N7EluQ_pE,Azza_5042,Black pattys?
3-N7EluQ_pE,Marco Giampa,God I miss pre 2000s cricket
3-N7EluQ_pE,KojoGotMojo,Now that&#39;s how you sell
3-N7EluQ_pE,wazza ando,I would’ve loved a mate like that
3-N7EluQ_pE,Anupam Sharma,Opposition teams should have brought Big Mac and fed it to Merv. That would have been the only way for Merv to keep his trap shut.
3-N7EluQ_pE,Vikash Patel,wow
8IkcPnJXpKA,Sally-Anne Browne,HE MUSt OF GONE CRAZY AT THE G
8IkcPnJXpKA,Neotric27_,The King 👑
Z8DCO3YPwAM,Aadiraj Gaming,He is just a normal guy and humble person
Z8DCO3YPwAM,Ibrahim Slax,"Surfed with him today, Such a humble and friendly guy!!"
Z8DCO3YPwAM,konchada tejesh,G.O.A.T
Z8DCO3YPwAM,Logan WarLock,Best bowler Ever
Z8DCO3YPwAM,Logan WarLock,Steyn gun
Z8DCO3YPwAM,farhaan luvzu,Down to earth guy !!!
Z8DCO3YPwAM,Anshveer Singh,He looks like he is very happy and enjoying his life
Z8DCO3YPwAM,ipak2010,Rauf loses his spot to a player who is not a 100%. So unlucky
Kk1P_91DaBI,Vivek Pandey,Love to Warne from  India. RIP ❤<br>My childhood superstar
Kk1P_91DaBI,Rahul Chauhan,M
Kk1P_91DaBI,Wavey,Shane warne will always be in our hearts❤
Kk1P_91DaBI,ZF2006,Sometimes I just can&#39;t believe that this legend has died.
Kk1P_91DaBI,Hira Irum,"Rip Shane warn, great player"
Kk1P_91DaBI,The Shakan,Makes Rashid look average
Kk1P_91DaBI,sami mk,Mr afghan age ka barabar hai warne ka experience pehly bole soo suno phir baat karo shane Warne sei bada bowler hai kya tho b
Kk1P_91DaBI,Sb Multimedia Corner,❤❤❤ 🇧🇩
Kk1P_91DaBI,Vishu Patil,Miss you king
Kk1P_91DaBI,Syed Ali,Shane and his humbleness. class
Kk1P_91DaBI,Ravindu Ruwanpathirana,Rashid Khan All Time Greatest 🙏💪
Kk1P_91DaBI,dishan madhuranga,Where is murali ? greatest of all time.
Kk1P_91DaBI,Samiullah vlogs,Shane warne legend of cricket history 😢😢
Kk1P_91DaBI,Souradeep Maity,"<a href=""https://www.youtube.com/watch?v=Kk1P_91DaBI&amp;t=3m47s"">3:47</a> this is for you came for"
Kk1P_91DaBI,Cheap Side Matara,Hasaranga no 1❤
Kk1P_91DaBI,Peter Burke,We the audience are certainly privileged to see that.
Kk1P_91DaBI,MR7 Planet,"Warnie the great explainer, miss him a lot in commentary. Now a days commentator a very toxic to lisen."
Kk1P_91DaBI,Marigold Gomez,I never see them do this to Australians An English men during their career the only do this to Players from Sri Lanka an Afghanistan an Indian players it&#39;s disgusting exposing all these players Tricks on live tv
Kk1P_91DaBI,Wayne Dunkley,"RIP Shane Warne, us Jamaicans love ya!! Loved by many, disliked by some but respected by ALL. Gone but never forgotten mate. G&#39;day Shane, the man, the legend. Respect to ya. ⭐🌎❤️👍💯"
Kk1P_91DaBI,Uzair C,I remember when this comment section was about how great Warney was and now it turned into rip Warney 😢
Kk1P_91DaBI,Nahian apurbo,Rip legend 😭😭
Kk1P_91DaBI,Harsh Randhawa,When u uploading next video?
Kk1P_91DaBI,DCmastermind First,So Rashid is just a faster Warne.<br><br>Pretty much
Kk1P_91DaBI,Simon Bellamy,Did they know there&#39;s a bomb disposal machine behind then. They really keep their concentration don&#39;t they...
Kk1P_91DaBI,Palanisamy Hariharan,Muralitharan &gt; all spinner
Kk1P_91DaBI,Munir Yusufi,This is the best masterclass I’ve seen. Two legends of the game telling us their secrets. Amazing. RIP Warny. ❤️
Kk1P_91DaBI,Saad Zain,Shane the Legend Rashid the khichoo 😂😂😂
Kk1P_91DaBI,Hari krishnan,Missed the king of spin
Kk1P_91DaBI,Jared Strider,RIP warney ❤
Kk1P_91DaBI,SMN,Legend seeing in 2O23
Kk1P_91DaBI,Bilal Gaming,nice video
Kk1P_91DaBI,WOS,Warnie had that relaxed grip with the 2 fingers up and fingers down which was correct way to grip and bowl leg spin
Kk1P_91DaBI,AMANULLAH Stanikzai,Bowlers like Shane Warne and Rashid khan come only one in a century
Kk1P_91DaBI,Sadiq love goats,King rashid khan love u🇦🇫👈💪👈
Kk1P_91DaBI,jitendra panwar,RIP KING OF SPIN 😢❤
Kk1P_91DaBI,Abhi,Rashid Khan babar se achi English bol leta hai 😂
Kk1P_91DaBI,Ajinkya Wasnik,on green wicket they are still turning so much.
Kk1P_91DaBI,Ravan,Rashid Khan is Built Different
Kk1P_91DaBI,Matt,What an absolute gem warnie was
Kk1P_91DaBI,User P,one day rashid will be in hall of fame for sure!!!! Even in cricket many of them clueless
Kk1P_91DaBI,King Kohli Fan,Sachin Baap hai dono ka 😂
Kk1P_91DaBI,Rajesh Rajesh,Spin legend miss u shainwarne
Kk1P_91DaBI,harshal vanjari,Miss you warnie❤
Kk1P_91DaBI,Raghavendra Yadav,Shene warn legend
Kk1P_91DaBI,Brett Roberts,"Warnie was a real leg spinner, this other bloke is just trying to stop runs from being scored from bowling flat and fast for T20"
Kk1P_91DaBI,Shan Charan,"Rashid shouldn&#39;t tell all the technique and secrets he has, he is still playing"
Kk1P_91DaBI,Elmi Oliver,Cherishing memories for Rashid Khan forever 🎊
Kk1P_91DaBI,Wan Der,Bro how tf Afghan produce so much good bowlers.. They don&#39;t have much facilities compared to other countries
Kk1P_91DaBI,Santoshini Mahana,This showed how fast spinners are.<br><br><br><br><br><br><br>R I.P Shane Warne 😢❤❤❤
Kk1P_91DaBI,Prabhul Alakkat,"Shane warne,Murli,Kumble,Saqline .. what an era that was ❤ cricket was more than a game back in those days !! 😢"
Kk1P_91DaBI,Sasmit Pal,This video just made me forget that shane warne is no more..💔
Kk1P_91DaBI,NEWS UNBIASED,Warne is greatest leg spinner.....pleasure to eyes
Kk1P_91DaBI,cracy tamil,God of spinner
Kk1P_91DaBI,Taleb Ahmed Khan,Zor zor sy bol k scheme batade 😅
Kk1P_91DaBI,KSJ Prakash,RIP shane warne
Kk1P_91DaBI,Samyoggg,Sandeep is a great spinner
